"year","code","product","country","Exported","Imported"
2001,"31","Добрива","Росія",NA,18070
2001,"31","Добрива","США",29834,NA
2001,"38","Miscellaneous chemical products","США",NA,27392
2001,"39","Пластмаси та вироби з них","all",NA,463442
2001,"39","Пластмаси та вироби з них","Азія",NA,62293
2001,"39","Пластмаси та вироби з них","ЄС",NA,294463
2001,"39","Пластмаси та вироби з них","Росія",NA,67488
2001,"39","Пластмаси та вироби з них","США",NA,12458
2001,"40","Гума та вироби з нього","Африка",NA,28
2001,"40","Гума та вироби з нього","Росія",NA,134430
2001,"44","Деревина та вироби з деревини; деревне вугілля","cases",229796,NA
2001,"44","Деревина та вироби з деревини; деревне вугілля","ЄС",88107,NA
2001,"48","Папір і картон; вироби з паперової маси, паперу або картону","all",NA,448268
2001,"48","Папір і картон; вироби з паперової маси, паперу або картону","ЄС",NA,262700
2001,"48","Папір і картон; вироби з паперової маси, паперу або картону","Росія",171700,153447
2001,"62","Одяг та додаткові речі до одягу, крім трикотажних машинного чи ручного в'язання","ЄС",321187,NA
2001,"62","Одяг та додаткові речі до одягу, крім трикотажних машинного чи ручного в'язання","США",77019,NA
2001,"72","Залізо та сталь","all",4976844,NA
2001,"72","Залізо та сталь","Азія",2447173,31248
2001,"72","Залізо та сталь","Африка",541924,18
2001,"72","Залізо та сталь","ЄС",469814,NA
2001,"72","Залізо та сталь","Росія",496890,136697
2001,"72","Залізо та сталь","США",114240,NA
2001,"73","Вироби з чавуну або сталі","all",648767,NA
2001,"73","Вироби з чавуну або сталі","Азія",125738,NA
2001,"73","Вироби з чавуну або сталі","Африка",10531,NA
2001,"73","Вироби з чавуну або сталі","Росія",364199,NA
2001,"73","Вироби з чавуну або сталі","США",8009,NA
2001,"74","Copper and articles thereof","США",41001,NA
2001,"76","Aluminium and articles thereof","США",64485,NA
2001,"82","Інструменти, ножові вироби, ложки та виделки з недорогоцінних металів; їх частини з основного металу","all",380683,NA
2001,"82","Інструменти, ножові вироби, ложки та виделки з недорогоцінних металів; їх частини з основного металу","Азія",239401,NA
2001,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","all",1248584,1660064
2001,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Азія",193674,89780
2001,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Африка",5165,NA
2001,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","ЄС",225217,788299
2001,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Росія",555141,601151
2001,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","США",NA,89614
2001,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","all",465658,716980
2001,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","Азія",NA,110383
2001,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","ЄС",88239,434008
2001,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","Росія",190304,98076
2001,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","США",3674,31192
2001,"8517","Телефонні апарати, в тому числі. телефони для сотових мереж зв'язку та інших бездротових мереж; пристрої для передачі або прийому голосу, зображень або інших даних","cases",NA,59179
2001,"86","Залізничні або трамвайні локомотиви, рухомий склад та їх частини; залізничні або трамвайні колії та їх частини; механічне та електромеханічне обладнання сигналізації для шляхів","all",150077,NA
2001,"86","Залізничні або трамвайні локомотиви, рухомий склад та їх частини; залізничні або трамвайні колії та їх частини; механічне та електромеханічне обладнання сигналізації для шляхів","Росія",78916,NA
2001,"86","Залізничні або трамвайні локомотиви, рухомий склад та їх частини; залізничні або трамвайні колії та їх частини; механічне та електромеханічне обладнання сигналізації для шляхів","США",11,NA
2001,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","all",NA,637049
2001,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","Азія",NA,81962
2001,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","ЄС",NA,295755
2001,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","Росія",123591,208426
2001,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","США",NA,10263
2001,"8703","Автомобілі легкові та інші моторні транспортні засоби, призначені головним чином для перевезення людей, в тому числі. універсали і гоночні автомобілі","cases",NA,318681
2001,"88","Aircraft, spacecraft, and parts thereof","Африка",34009,NA
2001,"88","Aircraft, spacecraft, and parts thereof","США",35372,NA
2001,"89","Ships, boats and floating structures","Африка",2305,NA
2001,"90","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical ...","США",4191,24174
2001,"99","Commodities not elsewhere specified","Африка",81,NA
2001,"99","Commodities not elsewhere specified","США",450,NA
2001,"TOTAL","All products","all",16264734,15775093
2001,"TOTAL","All products","Азія",4109147,3457668
2001,"TOTAL","All products","Африка",838087,198405
2001,"TOTAL","All products","ЄС",2909602,4673497
2001,"TOTAL","All products","Росія",3640826,5778991
2001,"TOTAL","All products","США",561161,442157
2002,"02","М'ясо і харчові м'ясні субпродукти","cases",NA,35509
2002,"02","М'ясо і харчові м'ясні субпродукти","Росія",209178,NA
2002,"02","М'ясо і харчові м'ясні субпродукти","США",NA,7087
2002,"0207","Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls, fresh, chilled or frozen","cases",3501,NA
2002,"04","Молочні продукти; яйця птахів; натуральний мед; харчові продукти тваринного походження","Африка",2703,NA
2002,"04","Молочні продукти; яйця птахів; натуральний мед; харчові продукти тваринного походження","Росія",82507,NA
2002,"04","Молочні продукти; яйця птахів; натуральний мед; харчові продукти тваринного походження","США",1910,NA
2002,"0409","Натуральний мед","cases",4269,NA
2002,"08","Edible fruit and nuts; peel of citrus fruit or melons","Африка",NA,3021
2002,"0802","Інші горіхи, свіжі або сушені, неочищені або очищені","cases",18090,NA
2002,"10","Злаки","all",997706,NA
2002,"10","Злаки","Азія",222396,10204
2002,"10","Злаки","Африка",243145,2423
2002,"10","Злаки","ЄС",384036,NA
2002,"12","Оліюваті насіння і плоди; різниі зернові, насіння і плоди; промислові або лікарські рослини; солома і корм","Азія",6552,NA
2002,"12","Оліюваті насіння і плоди; різниі зернові, насіння і плоди; промислові або лікарські рослини; солома і корм","Африка",73,NA
2002,"12","Оліюваті насіння і плоди; різниі зернові, насіння і плоди; промислові або лікарські рослини; солома і корм","ЄС",15711,NA
2002,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","all",342195,NA
2002,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","Азія",34133,NA
2002,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","Африка",21692,NA
2002,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","ЄС",92010,NA
2002,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","США",1180,NA
2002,"18","Cocoa and cocoa preparations","Африка",NA,39295
2002,"1806","Шоколад та інші готові харчові продукти з вмістом какао","cases",120064,19894
2002,"2203","Пиво із солоду","cases",31619,NA
2002,"2204","Вино з свіжого винограду, вкл. кріплені вина","cases",NA,18273
2002,"23","Residues and waste from the food industries; prepared animal fodder","Африка",10418,NA
2002,"24","Тютюн і промислові замінники тютюну","cases",45411,190482
2002,"24","Тютюн і промислові замінники тютюну","Африка",NA,14944
2002,"24","Тютюн і промислові замінники тютюну","США",NA,26642
2002,"25","Salt; sulphur; earths and stone; plastering materials, lime and cement","Африка",NA,4854
2002,"26","Руди, шлак і зола","all",440495,NA
2002,"26","Руди, шлак і зола","Азія",11026,NA
2002,"26","Руди, шлак і зола","Африка",NA,98069
2002,"26","Руди, шлак і зола","ЄС",91539,NA
2002,"26","Руди, шлак і зола","Росія",NA,82191
2002,"26","Руди, шлак і зола","США",12221,NA
2002,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","all",1645680,6653035
2002,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","Азія",58994,2224703
2002,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","Африка",NA,1691
2002,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","ЄС",652614,135347
2002,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","Росія",24158,4057887
2002,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","США",89490,10333
2002,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","all",444946,NA
2002,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","Африка",24415,NA
2002,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","Росія",166277,NA
2002,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","США",20764,NA
2002,"29","Органічні хімічні речовини","Росія",NA,43238
2002,"30","Фармацевтичні товари","all",NA,427603
2002,"30","Фармацевтичні товари","ЄС",NA,321694
2002,"30","Фармацевтичні товари","США",NA,12653
2002,"31","Добрива","Азія",257009,NA
2002,"31","Добрива","Африка",43552,NA
2002,"31","Добрива","Росія",NA,39117
2002,"31","Добрива","США",1787,NA
2002,"38","Miscellaneous chemical products","США",NA,92754
2002,"39","Пластмаси та вироби з них","all",NA,552595
2002,"39","Пластмаси та вироби з них","Азія",NA,85208
2002,"39","Пластмаси та вироби з них","ЄС",NA,348925
2002,"39","Пластмаси та вироби з них","Росія",NA,66080
2002,"39","Пластмаси та вироби з них","США",NA,13771
2002,"40","Гума та вироби з нього","Африка",NA,190
2002,"40","Гума та вироби з нього","Росія",NA,104080
2002,"44","Деревина та вироби з деревини; деревне вугілля","cases",289638,NA
2002,"44","Деревина та вироби з деревини; деревне вугілля","ЄС",112845,NA
2002,"48","Папір і картон; вироби з паперової маси, паперу або картону","all",NA,590393
2002,"48","Папір і картон; вироби з паперової маси, паперу або картону","ЄС",NA,398278
2002,"48","Папір і картон; вироби з паперової маси, паперу або картону","Росія",177653,137030
2002,"62","Одяг та додаткові речі до одягу, крім трикотажних машинного чи ручного в'язання","ЄС",336149,NA
2002,"62","Одяг та додаткові речі до одягу, крім трикотажних машинного чи ручного в'язання","США",55449,NA
2002,"72","Залізо та сталь","all",5338261,NA
2002,"72","Залізо та сталь","Азія",2762660,37166
2002,"72","Залізо та сталь","Африка",567595,717
2002,"72","Залізо та сталь","ЄС",532509,NA
2002,"72","Залізо та сталь","Росія",307497,178326
2002,"72","Залізо та сталь","США",110363,NA
2002,"73","Вироби з чавуну або сталі","all",560106,NA
2002,"73","Вироби з чавуну або сталі","Азія",141478,NA
2002,"73","Вироби з чавуну або сталі","Африка",12917,NA
2002,"73","Вироби з чавуну або сталі","Росія",214707,NA
2002,"73","Вироби з чавуну або сталі","США",16790,NA
2002,"74","Copper and articles thereof","США",33307,NA
2002,"76","Aluminium and articles thereof","США",43795,NA
2002,"82","Інструменти, ножові вироби, ложки та виделки з недорогоцінних металів; їх частини з основного металу","all",601232,NA
2002,"82","Інструменти, ножові вироби, ложки та виделки з недорогоцінних металів; їх частини з основного металу","Азія",478953,NA
2002,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","all",1281610,1816269
2002,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Азія",223624,137383
2002,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Африка",15973,NA
2002,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","ЄС",195304,1035472
2002,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Росія",585192,458019
2002,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","США",NA,74229
2002,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","all",476999,684509
2002,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","Азія",NA,94988
2002,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","ЄС",51162,427778
2002,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","Росія",170772,91883
2002,"85","Електричні машини і устаткування та їх частини; звукозаписувальна техніка та репродуктори, телевізійні зображення і звукові реєстратори і репродуктори, а також частини та приладдя таких виробів","США",6120,31861
2002,"8517","Телефонні апарати, в тому числі. телефони для сотових мереж зв'язку та інших бездротових мереж; пристрої для передачі або прийому голосу, зображень або інших даних","cases",NA,97523
2002,"86","Залізничні або трамвайні локомотиви, рухомий склад та їх частини; залізничні або трамвайні колії та їх частини; механічне та електромеханічне обладнання сигналізації для шляхів","all",298631,NA
2002,"86","Залізничні або трамвайні локомотиви, рухомий склад та їх частини; залізничні або трамвайні колії та їх частини; механічне та електромеханічне обладнання сигналізації для шляхів","Росія",186719,NA
2002,"86","Залізничні або трамвайні локомотиви, рухомий склад та їх частини; залізничні або трамвайні колії та їх частини; механічне та електромеханічне обладнання сигналізації для шляхів","США",132,NA
2002,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","all",NA,926587
2002,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","Азія",NA,153997
2002,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","ЄС",NA,456391
2002,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","Росія",85794,252674
2002,"87","Транспортні засоби та їх частини та приладдя, окрім залізничного або трамвайного рухомого складу ","США",NA,15316
2002,"8703","Автомобілі легкові та інші моторні транспортні засоби, призначені головним чином для перевезення людей, в тому числі. універсали і гоночні автомобілі","cases",NA,475502
2002,"88","Aircraft, spacecraft, and parts thereof","Африка",31005,NA
2002,"88","Aircraft, spacecraft, and parts thereof","США",24075,NA
2002,"89","Ships, boats and floating structures","Африка",865,NA
2002,"90","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical ...","США",21516,33553
2002,"99","Commodities not elsewhere specified","Африка",49,NA
2002,"99","Commodities not elsewhere specified","США",399,NA
2002,"TOTAL","All products","all",17927432,16975884
2002,"TOTAL","All products","Азія",5131991,3434372
2002,"TOTAL","All products","Африка",1025798,177245
2002,"TOTAL","All products","ЄС",3486282,5436780
2002,"TOTAL","All products","Росія",3148747,6299107
2002,"TOTAL","All products","США",505047,464002
2003,"02","М'ясо і харчові м'ясні субпродукти","cases",NA,52585
2003,"02","М'ясо і харчові м'ясні субпродукти","Росія",241433,NA
2003,"02","М'ясо і харчові м'ясні субпродукти","США",NA,2023
2003,"0207","Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls, fresh, chilled or frozen","cases",727,NA
2003,"04","Молочні продукти; яйця птахів; натуральний мед; харчові продукти тваринного походження","Африка",9288,NA
2003,"04","Молочні продукти; яйця птахів; натуральний мед; харчові продукти тваринного походження","Росія",166454,NA
2003,"04","Молочні продукти; яйця птахів; натуральний мед; харчові продукти тваринного походження","США",4640,NA
2003,"0409","Натуральний мед","cases",5750,NA
2003,"08","Edible fruit and nuts; peel of citrus fruit or melons","Африка",NA,5481
2003,"0802","Інші горіхи, свіжі або сушені, неочищені або очищені","cases",18873,NA
2003,"10","Злаки","all",402300,NA
2003,"10","Злаки","Азія",229537,248838
2003,"10","Злаки","Африка",44569,757
2003,"10","Злаки","ЄС",38601,NA
2003,"12","Оліюваті насіння і плоди; різниі зернові, насіння і плоди; промислові або лікарські рослини; солома і корм","Азія",82972,NA
2003,"12","Оліюваті насіння і плоди; різниі зернові, насіння і плоди; промислові або лікарські рослини; солома і корм","Африка",3981,NA
2003,"12","Оліюваті насіння і плоди; різниі зернові, насіння і плоди; промислові або лікарські рослини; солома і корм","ЄС",114253,NA
2003,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","all",558800,NA
2003,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","Азія",45171,NA
2003,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","Африка",42584,NA
2003,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","ЄС",129197,NA
2003,"15","Тваринні або рослинні жири і масла та продукти їх розщеплення; готові харчові жири; тваринні або рослинні воски","США",12310,NA
2003,"17","Sugars and sugar confectionery","Африка",1,NA
2003,"18","Cocoa and cocoa preparations","Африка",NA,57876
2003,"1806","Шоколад та інші готові харчові продукти з вмістом какао","cases",153509,23311
2003,"2203","Пиво із солоду","cases",52476,NA
2003,"2204","Вино з свіжого винограду, вкл. кріплені вина","cases",NA,22710
2003,"23","Residues and waste from the food industries; prepared animal fodder","Африка",7587,NA
2003,"24","Тютюн і промислові замінники тютюну","cases",53995,233388
2003,"24","Тютюн і промислові замінники тютюну","Африка",NA,15253
2003,"24","Тютюн і промислові замінники тютюну","США",NA,16267
2003,"25","Salt; sulphur; earths and stone; plastering materials, lime and cement","Африка",NA,3797
2003,"26","Руди, шлак і зола","all",539705,NA
2003,"26","Руди, шлак і зола","Азія",9030,NA
2003,"26","Руди, шлак і зола","Африка",NA,143450
2003,"26","Руди, шлак і зола","ЄС",95790,NA
2003,"26","Руди, шлак і зола","Росія",NA,193389
2003,"26","Руди, шлак і зола","США",10024,NA
2003,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","all",2752977,7856923
2003,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","Азія",108985,2078109
2003,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","ЄС",1011981,302058
2003,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","Росія",32285,5404859
2003,"27","Мінеральне паливо, мінеральні масла і продукти її перегонки; бітумінозні речовини; мінеральні воски","США",168087,6338
2003,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","all",607175,NA
2003,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","Африка",65129,NA
2003,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","Росія",179742,NA
2003,"28","Неорганічні хімічні речовини; органічні або неорганічні сполуки дорогоцінних металів, рідкоземельних металів, радіоактивних елементів або ізотопів","США",58012,NA
2003,"29","Органічні хімічні речовини","Росія",NA,76928
2003,"30","Фармацевтичні товари","all",NA,596550
2003,"30","Фармацевтичні товари","ЄС",NA,438150
2003,"30","Фармацевтичні товари","США",NA,27095
2003,"31","Добрива","Азія",165896,NA
2003,"31","Добрива","Африка",74961,NA
2003,"31","Добрива","Росія",NA,44300
2003,"31","Добрива","США",13722,NA
2003,"38","Miscellaneous chemical products","США",NA,24448
2003,"39","Пластмаси та вироби з них","all",NA,791642
2003,"39","Пластмаси та вироби з них","Азія",NA,131587
2003,"39","Пластмаси та вироби з них","ЄС",NA,483727
2003,"39","Пластмаси та вироби з них","Росія",NA,98152
2003,"39","Пластмаси та вироби з них","США",NA,22092
2003,"40","Гума та вироби з нього","Африка",NA,92
2003,"40","Гума та вироби з нього","Росія",NA,134206
2003,"44","Деревина та вироби з деревини; деревне вугілля","cases",400369,NA
2003,"44","Деревина та вироби з деревини; деревне вугілля","ЄС",155069,NA
2003,"48","Папір і картон; вироби з паперової маси, паперу або картону","all",NA,709050
2003,"48","Папір і картон; вироби з паперової маси, паперу або картону","ЄС",NA,529890
2003,"48","Папір і картон; вироби з паперової маси, паперу або картону","Росія",222603,108666
2003,"62","Одяг та додаткові речі до одягу, крім трикотажних машинного чи ручного в'язання","ЄС",385931,NA
2003,"62","Одяг та додаткові речі до одягу, крім трикотажних машинного чи ручного в'язання","США",53992,NA
2003,"72","Залізо та сталь","all",6728129,NA
2003,"72","Залізо та сталь","Азія",3386293,45968
2003,"72","Залізо та сталь","Африка",859855,2814
2003,"72","Залізо та сталь","ЄС",691790,NA
2003,"72","Залізо та сталь","Росія",575381,318577
2003,"72","Залізо та сталь","США",78574,NA
2003,"73","Вироби з чавуну або сталі","all",1070682,NA
2003,"73","Вироби з чавуну або сталі","Азія",192651,NA
2003,"73","Вироби з чавуну або сталі","Африка",12772,NA
2003,"73","Вироби з чавуну або сталі","Росія",398824,NA
2003,"73","Вироби з чавуну або сталі","США",13449,NA
2003,"74","Copper and articles thereof","США",477,NA
2003,"76","Aluminium and articles thereof","США",30227,NA
2003,"82","Інструменти, ножові вироби, ложки та виделки з недорогоцінних металів; їх частини з основного металу","all",35042,NA
2003,"82","Інструменти, ножові вироби, ложки та виделки з недорогоцінних металів; їх частини з основного металу","Азія",1172,NA
2003,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","all",1426137,2468391
2003,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Азія",263125,233112
2003,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Африка",43644,NA
2003,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","ЄС",195618,1432027
2003,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","Росія",677294,575732
2003,"84","Машини, механічні прилади, ядерні реактори, котли; їх частини","США",NA,89010
